Ticker,AAPL,AMZN,GOOGL,MSFT
AAPL,1.0,0.5601587351907276,0.5882295115487499,0.6320050300488426
AMZN,0.5601587351907276,1.0,0.625112800908558,0.6717351513581737
GOOGL,0.5882295115487499,0.625112800908558,1.0,0.6434283044539455
MSFT,0.6320050300488426,0.6717351513581737,0.6434283044539455,1.0
