Ticker,Annual Return,Volatility,Sharpe Ratio
AAPL,0.14992133307465355,0.28834765261292206,0.5199325595894757
AMZN,0.1378819669810715,0.37753878388888806,0.36521272214949707
GOOGL,0.2428446006471911,0.3275658814518625,0.7413610952729165
MSFT,0.13358577469435504,0.26984978509345225,0.4950375433802649
