Date,AAPL,AMZN,GOOGL,MSFT
2022-05-02,155.061767578125,124.5,115.784423828125,276.33367919921875
2022-05-03,156.55384826660156,124.25350189208984,116.5302734375,273.7206115722656
2022-05-04,162.973876953125,125.92849731445312,121.42353820800781,281.68603515625
2022-05-05,153.8936004638672,116.40699768066406,115.70745849609375,269.41729736328125
2022-05-06,154.62106323242188,114.77249908447266,114.95365142822266,266.872314453125
2022-05-09,149.48928833007812,108.78900146484375,111.74031066894531,257.0125732421875
2022-05-10,151.89791870117188,108.85900115966797,113.61141204833984,261.7917785644531
2022-05-11,144.02333068847656,105.37200164794922,112.8243408203125,253.09786987304688
2022-05-12,140.14990234375,106.93049621582031,112.0710220336914,248.04656982421875
2022-05-13,144.62298583984375,113.05500030517578,115.25558471679688,253.6515350341797
2022-05-16,143.07955932617188,110.81050109863281,113.66106414794922,254.0206298828125
2022-05-17,146.7169952392578,115.36849975585938,115.6751708984375,259.1884460449219
2022-05-18,138.4393768310547,107.11250305175781,111.13300323486328,247.3877410888672
2022-05-19,135.02801513671875,107.31900024414062,109.62789154052734,246.4724884033203
2022-05-20,135.263916015625,107.59100341796875,108.1619873046875,245.90777587890625
2022-05-23,140.6906280517578,107.55699920654297,110.72432708740234,253.7847137451172
2022-05-24,137.9871063232422,104.0999984741211,105.2441177368164,252.7818145751953
2022-05-25,138.14439392089844,106.7750015258789,105.08026123046875,255.60536193847656
2022-05-26,141.3492889404297,111.07749938964844,107.05414581298828,258.8963623046875
2022-05-27,147.11026000976562,115.14649963378906,111.5471420288086,266.0430908203125
2022-05-31,146.32374572753906,120.20950317382812,112.98274993896484,264.70916748046875
2022-06-01,146.1959686279297,121.68399810791016,113.11185455322266,265.2447509765625
2022-06-02,148.65365600585938,125.51100158691406,116.8167953491211,267.34783935546875
2022-06-03,142.92227172851562,122.3499984741211,113.75640869140625,262.90789794921875
2022-06-06,143.66941833496094,124.79000091552734,116.0202865600586,261.6712951660156
2022-06-07,146.1959686279297,123.0,116.34703826904297,265.32257080078125
2022-06-08,145.4586181640625,121.18000030517578,116.3912353515625,263.28765869140625
2022-06-09,140.2285919189453,116.1500015258789,114.04889678955078,257.8156433105469
2022-06-10,134.81173706054688,109.6500015258789,110.40006256103516,246.32643127441406
2022-06-13,129.6504669189453,103.66999816894531,105.66373443603516,235.87908935546875
2022-06-14,130.51560974121094,102.30999755859375,105.98451232910156,238.05032348632812
2022-06-15,133.14048767089844,107.66999816894531,109.01263427734375,245.1288299560547
2022-06-16,127.86124420166016,103.66000366210938,105.30718994140625,238.51768493652344
2022-06-17,129.33590698242188,106.22000122070312,106.40959167480469,241.12710571289062
2022-06-21,133.57301330566406,108.68000030517578,110.77993774414062,247.05670166015625
2022-06-22,133.0618133544922,108.94999694824219,110.72383117675781,246.46279907226562
2022-06-23,135.9324493408203,112.44000244140625,111.47315979003906,252.0417938232422
2022-06-24,139.26512145996094,116.45999908447266,117.16688537597656,260.6490478515625
2022-06-27,139.26512145996094,113.22000122070312,115.0400619506836,257.9129943847656
2022-06-28,135.1165008544922,107.4000015258789,111.2402572631836,249.7245330810547
2022-06-29,136.87623596191406,108.91999816894531,110.93637084960938,253.4049835205078
2022-06-30,134.4086456298828,106.20999908447266,108.21661376953125,250.06527709960938
2022-07-01,136.58128356933594,109.55999755859375,107.99266815185547,252.7428436279297
2022-07-05,139.16680908203125,113.5,112.48717498779297,255.92674255371094
2022-07-06,140.50384521484375,114.33000183105469,113.78719329833984,259.19830322265625
2022-07-07,143.87583923339844,116.33000183105469,117.96935272216797,261.33056640625
2022-07-08,144.55419921875,115.54000091552734,118.53594207763672,260.6100769042969
2022-07-11,142.42086791992188,111.75,114.8841323852539,257.5429992675781
2022-07-12,143.39413452148438,109.22000122070312,113.2394790649414,246.98851013183594
2022-07-13,143.03038024902344,110.4000015258789,110.59075164794922,246.06353759765625
2022-07-14,145.9600372314453,110.62999725341797,109.61149597167969,247.3877410888672
2022-07-15,147.6312713623047,113.55000305175781,111.0118408203125,249.9582061767578
2022-07-18,144.5836944580078,113.76000213623047,108.28316497802734,247.55323791503906
2022-07-19,148.44725036621094,118.20999908447266,113.0304183959961,252.69415283203125
2022-07-20,150.45272827148438,122.7699966430664,113.11979675292969,255.3620147705078
2022-07-21,152.7237091064453,124.62999725341797,113.5567855834961,257.8643493652344
2022-07-22,151.4850311279297,122.41999816894531,107.16090393066406,253.50228881835938
2022-07-25,150.3642578125,121.13999938964844,106.77357482910156,252.0126190185547
2022-07-26,149.037109375,114.80999755859375,104.30062866210938,245.26516723632812
2022-07-27,154.1393585205078,120.97000122070312,112.28555297851562,261.66162109375
2022-07-28,154.68988037109375,122.27999877929688,113.43761444091797,269.1295471191406
2022-07-29,159.7626190185547,134.9499969482422,115.52322387695312,273.345458984375
2022-08-01,158.779541015625,135.38999938964844,114.07322692871094,270.68743896484375
2022-08-02,157.30491638183594,134.16000366210938,114.34136962890625,267.58148193359375
2022-08-03,163.3214569091797,139.52000427246094,117.27116394042969,275.02996826171875
2022-08-04,163.00686645507812,142.57000732421875,117.38042449951172,276.1788635253906
2022-08-05,162.7804412841797,140.8000030517578,116.66534423828125,275.4584045410156
2022-08-08,162.30787658691406,139.41000366210938,116.49651336669922,272.9366149902344
2022-08-09,162.35711669921875,137.8300018310547,115.83110046386719,274.8644104003906
2022-08-10,166.6099853515625,142.69000244140625,118.88005828857422,281.54376220703125
2022-08-11,165.8716583251953,140.63999938964844,118.02595520019531,279.4600830078125
2022-08-12,169.425537109375,143.5500030517578,120.84651184082031,284.2212829589844
2022-08-15,170.4986114501953,143.17999267578125,121.2437744140625,285.7402648925781
2022-08-16,170.34107971191406,144.77999877929688,120.86637115478516,285.0002746582031
2022-08-17,171.83746337890625,142.10000610351562,118.73110961914062,284.2489318847656
2022-08-18,171.4436798095703,142.3000030517578,119.34685516357422,283.1268310546875
2022-08-19,168.8545684814453,138.22999572753906,116.4071273803711,279.2043762207031
2022-08-22,164.96595764160156,133.22000122070312,113.45748138427734,271.0083312988281
2022-08-23,164.63121032714844,133.6199951171875,113.080078125,269.7301025390625
2022-08-24,164.92654418945312,133.8000030517578,112.9112319946289,269.09588623046875
2022-08-25,167.3876953125,137.27999877929688,115.85096740722656,272.0815734863281
2022-08-26,161.07733154296875,130.75,109.58418273925781,261.582763671875
2022-08-29,158.87213134765625,129.7899932861328,108.67048645019531,258.7922058105469
2022-08-30,156.4405059814453,128.72999572753906,108.19378662109375,256.5870666503906
2022-08-31,154.7767791748047,126.7699966430664,107.47871398925781,255.12347412109375
2022-09-01,155.5052490234375,127.81999969482422,108.98829650878906,254.07945251464844
2022-09-02,153.38868713378906,127.51000213623047,107.11123657226562,249.84475708007812
2022-09-06,152.1285858154297,126.11000061035156,106.07836151123047,247.1029815673828
2022-09-07,153.53636169433594,129.47999572753906,108.70027923583984,251.82554626464844
2022-09-08,152.0596923828125,129.82000732421875,107.63761138916016,252.24502563476562
2022-09-09,154.9244384765625,133.27000427246094,109.8920669555664,258.0408935546875
2022-09-12,160.89028930664062,136.4499969482422,110.10062408447266,260.1777038574219
2022-09-13,151.44931030273438,126.81999969482422,103.60542297363281,245.8735809326172
2022-09-14,152.89646911621094,128.5500030517578,104.28076171875,246.09799194335938
2022-09-15,150.00213623046875,126.27999877929688,102.20508575439453,239.4239959716797
2022-09-16,148.3581085205078,123.52999877929688,102.0958480834961,238.79954528808594
2022-09-19,152.07937622070312,124.66000366210938,102.3639907836914,238.58489990234375
2022-09-20,154.4617462158203,122.19000244140625,100.44721221923828,236.56512451171875
2022-09-21,151.3311767578125,118.54000091552734,98.5999526977539,233.15008544921875
2022-09-22,150.36639404296875,117.30999755859375,99.45406341552734,235.1308135986328
2022-09-23,148.09230041503906,113.77999877929688,98.06364440917969,232.14508056640625
2022-09-26,148.42703247070312,115.1500015258789,97.49754333496094,231.68650817871094
2022-09-27,149.40162658691406,114.41000366210938,96.83213806152344,230.6717529296875
2022-09-28,147.511474609375,118.01000213623047,99.36466979980469,235.21864318847656
2022-09-29,140.26583862304688,114.80000305175781,96.752685546875,231.73529052734375
2022-09-30,136.0523681640625,113.0,94.99481964111328,227.24691772460938
2022-10-03,140.23631286621094,115.87999725341797,97.96434020996094,234.89663696289062
2022-10-04,143.82960510253906,121.08999633789062,100.94377899169922,242.8390655517578
2022-10-05,144.12490844726562,120.94999694824219,100.73522186279297,243.15127563476562
2022-10-06,143.17001342773438,120.30000305175781,100.72528839111328,240.79977416992188
2022-10-07,137.91297912597656,114.55999755859375,98.00405883789062,228.55442810058594
2022-10-10,138.23782348632812,113.66999816894531,97.1896743774414,223.685546875
2022-10-11,136.8202362060547,112.20999908447266,96.51433563232422,219.93873596191406
2022-10-12,136.19017028808594,112.9000015258789,96.8917236328125,220.27049255371094
2022-10-13,140.7678985595703,112.52999877929688,98.38145446777344,228.55442810058594
2022-10-14,136.2295684814453,106.9000015258789,95.89857482910156,223.01226806640625
2022-10-17,140.19692993164062,113.79000091552734,99.28521728515625,231.7645263671875
2022-10-18,141.51611328125,116.36000061035156,100.07972717285156,232.7110137939453
2022-10-19,141.62437438964844,115.06999969482422,98.94754028320312,230.7400360107422
2022-10-20,141.16172790527344,115.25,99.28521728515625,230.4180450439453
2022-10-21,144.98141479492188,119.31999969482422,100.43727111816406,236.24313354492188
2022-10-24,147.12750244140625,119.81999969482422,101.81774139404297,241.2486114501953
2022-10-25,149.97262573242188,120.5999984741211,103.76432800292969,244.57586669921875
2022-10-26,147.02911376953125,115.66000366210938,94.27974700927734,225.70526123046875
2022-10-27,142.54978942871094,110.95999908447266,91.58831024169922,221.24620056152344
2022-10-28,153.31976318359375,103.41000366210938,95.63043212890625,230.14483642578125
2022-10-31,150.95709228515625,102.44000244140625,93.86263275146484,226.49563598632812
2022-11-01,148.3088836669922,96.79000091552734,89.85029602050781,222.63172912597656
2022-11-02,142.7761993408203,92.12000274658203,86.37427520751953,214.75762939453125
2022-11-03,136.72178649902344,89.30000305175781,82.85851287841797,209.0496063232422
2022-11-04,136.45555114746094,90.9800033569336,85.9869384765625,216.01629638671875
2022-11-07,136.98805236816406,90.52999877929688,87.88386535644531,222.3390350341797
2022-11-08,137.55995178222656,89.9800033569336,88.29105377197266,223.31475830078125
2022-11-09,132.99435424804688,86.13999938964844,86.72187805175781,219.0605926513672
2022-11-10,144.8274688720703,96.62999725341797,93.29651641845703,237.08224487304688
2022-11-11,147.61813354492188,100.79000091552734,95.7496109008789,241.1120147705078
2022-11-14,146.21783447265625,98.48999786376953,95.04446411132812,235.68698120117188
2022-11-15,147.9534149169922,98.94000244140625,97.76570129394531,236.09677124023438
2022-11-16,146.72076416015625,97.12000274658203,98.17288208007812,236.52728271484375
2022-11-17,148.6239471435547,94.8499984741211,97.6862564086914,236.47837829589844
2022-11-18,149.18600463867188,94.13999938964844,96.76261901855469,236.02828979492188
2022-11-21,145.9516143798828,92.45999908447266,94.94515991210938,236.8404083251953
2022-11-22,148.0914306640625,93.19999694824219,96.38522338867188,239.75628662109375
2022-11-23,148.96905517578125,94.12999725341797,97.78556823730469,242.25140380859375
2022-11-25,146.0502471923828,93.41000366210938,96.79241180419922,242.163330078125
2022-11-28,142.2143096923828,93.94999694824219,95.39208221435547,236.55665588378906
2022-11-29,139.20672607421875,92.41999816894531,94.53797149658203,235.15744018554688
2022-11-30,145.97134399414062,96.54000091552734,100.29822540283203,249.648681640625
2022-12-01,146.2474365234375,95.5,100.29822540283203,249.2083740234375
2022-12-02,145.75440979003906,94.12999725341797,99.75200653076172,249.53126525878906
2022-12-05,144.5908203125,91.01000213623047,98.79857635498047,244.8150177001953
2022-12-06,140.92257690429688,88.25,96.31570434570312,239.8443145751953
2022-12-07,138.97994995117188,88.45999908447266,94.28968048095703,239.11045837402344
2022-12-08,140.66615295410156,90.3499984741211,93.0680923461914,242.07525634765625
2022-12-09,140.1829833984375,89.08999633789062,92.19412994384766,240.13787841796875
2022-12-12,142.48056030273438,90.55000305175781,92.67084503173828,247.07528686523438
2022-12-13,143.4469451904297,92.48999786376953,94.97494506835938,251.39036560058594
2022-12-14,141.21839904785156,91.58000183105469,94.41878509521484,251.68392944335938
2022-12-15,134.60169982910156,88.44999694824219,90.23762512207031,243.65061950683594
2022-12-16,132.63937377929688,87.86000061035156,89.64173126220703,239.42359924316406
2022-12-19,130.52911376953125,84.91999816894531,87.83419799804688,235.27484130859375
2022-12-20,130.4600830078125,85.19000244140625,88.41022491455078,236.5957794189453
2022-12-21,133.56626892089844,86.7699966430664,88.96639251708984,239.169189453125
2022-12-22,130.3910675048828,83.79000091552734,87.15885925292969,233.06349182128906
2022-12-23,130.02622985839844,85.25,88.61878967285156,233.59185791015625
2022-12-27,128.2216796875,83.04000091552734,86.79138946533203,231.85997009277344
2022-12-28,124.28716278076172,81.81999969482422,85.43077087402344,229.48226928710938
2022-12-29,127.8075180053711,84.18000030517578,87.84412384033203,235.82278442382812
2022-12-30,128.12306213378906,84.0,87.62564086914062,234.65843200683594
2023-01-03,123.33065032958984,85.81999969482422,88.5095443725586,234.42356872558594
2023-01-04,124.60269927978516,85.13999938964844,87.47666931152344,224.16912841796875
2023-01-05,123.28133392333984,83.12000274658203,85.60954284667969,217.5252685546875
2023-01-06,127.81734466552734,86.08000183105469,86.74172973632812,220.08888244628906
2023-01-09,128.33998107910156,87.36000061035156,87.41707611083984,222.23175048828125
2023-01-10,128.9119415283203,89.87000274658203,87.8143310546875,223.9245147705078
2023-01-11,131.633544921875,95.08999633789062,90.89309692382812,230.69557189941406
2023-01-12,131.55465698242188,95.2699966430664,90.50576782226562,233.37660217285156
2023-01-13,132.88589477539062,98.12000274658203,91.4889907836914,234.0811004638672
2023-01-17,134.0494842529297,96.05000305175781,90.66468811035156,235.17701721191406
2023-01-18,133.3296356201172,95.45999908447266,90.49584197998047,230.73472595214844
2023-01-19,133.38877868652344,93.68000030517578,92.41263580322266,226.93820190429688
2023-01-20,135.95263671875,97.25,97.34857940673828,235.0498046875
2023-01-23,139.14756774902344,97.5199966430664,99.1064453125,237.3590087890625
2023-01-24,140.54783630371094,96.31999969482422,97.03076934814453,236.8306427001953
2023-01-25,139.88714599609375,97.18000030517578,94.56775665283203,235.4314422607422
2023-01-26,141.95794677734375,99.22000122070312,96.85200500488281,242.66233825683594
2023-01-27,143.90052795410156,102.23999786376953,98.68932342529297,242.8189239501953
2023-01-30,141.01129150390625,100.55000305175781,96.2759780883789,237.4862060546875
2023-01-31,142.2833251953125,103.12999725341797,98.16295623779297,242.47642517089844
2023-02-01,143.4075164794922,105.1500015258789,99.7420654296875,247.31011962890625
2023-02-02,148.7225341796875,112.91000366210938,107.00199890136719,258.90509033203125
2023-02-03,152.35134887695312,103.38999938964844,104.06227111816406,252.7896270751953
2023-02-06,149.619873046875,102.18000030517578,102.19515228271484,251.2436065673828
2023-02-07,152.49925231933594,102.11000061035156,106.90269470214844,261.8013916015625
2023-02-08,149.80722045898438,100.05000305175781,98.68932342529297,260.9892272949219
2023-02-09,148.77183532714844,98.23999786376953,94.35919952392578,257.94610595703125
2023-02-10,149.1372528076172,97.61000061035156,93.92221069335938,257.4373474121094
2023-02-13,151.94204711914062,99.54000091552734,93.9619369506836,265.48046875
2023-02-14,151.30007934570312,99.69999694824219,94.03144836425781,266.3121643066406
2023-02-15,153.40370178222656,101.16000366210938,96.2759780883789,264.1836242675781
2023-02-16,151.8037872314453,98.1500015258789,94.85576629638672,257.1502685546875
2023-02-17,150.65817260742188,97.19999694824219,93.7037124633789,253.1383056640625
2023-02-21,146.6386260986328,94.58000183105469,91.1612548828125,247.85108947753906
2023-02-22,147.0632781982422,95.79000091552734,91.02220916748047,246.7132110595703
2023-02-23,147.5471954345703,95.81999969482422,90.26742553710938,249.91104125976562
2023-02-24,144.89056396484375,93.5,88.51947021484375,244.46688842773438
2023-02-27,146.08555603027344,93.76000213623047,89.25440979003906,245.3889617919922
2023-02-28,145.5819091796875,94.2300033569336,89.44309997558594,244.66307067871094
2023-03-01,143.50794982910156,92.16999816894531,89.74105072021484,241.5731658935547
2023-03-02,144.10049438476562,92.12999725341797,91.36981201171875,246.3208465576172
2023-03-03,149.1570281982422,94.9000015258789,93.00851440429688,250.4210968017578
2023-03-06,151.92230224609375,93.75,94.4783706665039,251.9709930419922
2023-03-07,149.71995544433594,93.55000305175781,93.21707153320312,249.30284118652344
2023-03-08,150.97418212890625,93.91999816894531,93.60440826416016,248.86143493652344
2023-03-09,148.7224578857422,92.25,91.6876220703125,247.5077667236328
2023-03-10,146.65838623046875,90.7300033569336,90.00919342041016,243.84890747070312
2023-03-13,148.60397338867188,92.43000030517578,90.48591613769531,249.07723999023438
2023-03-14,150.69766235351562,94.87999725341797,93.3263168334961,255.8162841796875
2023-03-15,151.09271240234375,96.19999694824219,95.45166015625,260.3775634765625
2023-03-16,153.91722106933594,100.04000091552734,99.63282012939453,270.932373046875
2023-03-17,153.0777587890625,98.94999694824219,100.92391967773438,274.10076904296875
2023-03-20,155.447998046875,97.70999908447266,100.52665710449219,267.0380554199219
2023-03-21,157.30470275878906,100.61000061035156,104.20130920410156,268.55853271484375
2023-03-22,155.87271118164062,98.69999694824219,102.66194152832031,267.0968322753906
2023-03-23,156.95901489257812,98.70999908447266,104.87664794921875,272.364501953125
2023-03-24,158.2626495361328,98.12999725341797,104.7177505493164,275.21893310546875
2023-03-27,156.3170928955078,98.04000091552734,101.75814819335938,271.1088562011719
2023-03-28,155.69491577148438,97.23999786376953,100.33795166015625,269.9808349609375
2023-03-29,158.7762451171875,100.25,100.69549560546875,275.1601257324219
2023-03-30,160.3464813232422,102.0,100.19891357421875,278.632568359375
2023-03-31,162.85498046875,103.29000091552734,103.01947784423828,282.8015441894531
2023-04-03,164.10923767089844,102.41000366210938,103.64514923095703,281.751953125
2023-04-04,163.5759735107422,103.94999694824219,104.002685546875,281.702880859375
2023-04-05,161.72914123535156,101.0999984741211,103.75440216064453,278.91705322265625
2023-04-06,162.6179962158203,102.05999755859375,107.67733764648438,286.0386047363281
2023-04-10,160.02059936523438,102.16999816894531,105.71090698242188,283.87078857421875
2023-04-11,158.80584716796875,99.91999816894531,104.62837219238281,277.43585205078125
2023-04-12,158.11451721191406,97.83000183105469,103.92323303222656,278.083251953125
2023-04-13,163.50682067871094,102.4000015258789,106.6941146850586,284.31219482421875
2023-04-14,163.1611785888672,102.51000213623047,108.12425994873047,280.68280029296875
2023-04-17,163.18092346191406,102.73999786376953,105.2441177368164,283.2919616699219
2023-04-18,164.40550231933594,102.30000305175781,103.78418731689453,282.8702392578125
2023-04-19,165.55116271972656,104.30000305175781,103.46637725830078,282.9486999511719
2023-04-20,164.58328247070312,103.80999755859375,104.56877899169922,280.6533203125
2023-04-21,162.97352600097656,106.95999908447266,104.68795776367188,280.30999755859375
2023-04-24,163.27964782714844,106.20999908447266,105.2441177368164,276.39605712890625
2023-04-25,161.739013671875,102.56999969482422,103.13865661621094,270.1672058105469
2023-04-26,161.72914123535156,104.9800033569336,102.9996109008789,289.7366943359375
2023-04-27,166.3214874267578,109.81999969482422,106.85301971435547,299.0162353515625
2023-04-28,167.57571411132812,105.44999694824219,106.604736328125,301.3999328613281
2023-05-01,167.48683166503906,102.05000305175781,106.46569061279297,299.7323303222656
2023-05-02,166.44985961914062,103.62999725341797,104.59857177734375,299.5852355957031
2023-05-03,165.37339782714844,103.6500015258789,104.68795776367188,298.5944519042969
2023-05-04,163.73394775390625,104.0,103.97289276123047,299.5852355957031
2023-05-05,171.41748046875,105.66000366210938,104.84685516357422,304.7252502441406
2023-05-08,171.3483428955078,105.83000183105469,107.03178405761719,302.7634582519531
2023-05-09,169.6398162841797,106.62000274658203,106.61466979980469,301.1448974609375
2023-05-10,171.40760803222656,110.19000244140625,110.98452758789062,306.3536071777344
2023-05-11,171.59523010253906,112.18000030517578,115.77152252197266,304.19561767578125
2023-05-12,170.66561889648438,110.26000213623047,116.70508575439453,303.0773010253906
2023-05-15,170.171142578125,111.19999694824219,115.71192932128906,303.5579833984375
2023-05-16,170.171142578125,113.4000015258789,118.69137573242188,305.79449462890625
2023-05-17,170.7843017578125,115.5,120.01226043701172,308.68475341796875
2023-05-18,173.11822509765625,118.1500015258789,121.98863983154297,313.1282043457031
2023-05-19,173.22705078125,116.25,121.91912078857422,312.9512939453125
2023-05-22,172.27761840820312,115.01000213623047,124.19342803955078,315.74322509765625
2023-05-23,169.66677856445312,114.98999786376953,121.72047424316406,309.9233703613281
2023-05-24,169.9436492919922,116.75,120.07186126708984,308.5373229980469
2023-05-25,171.08102416992188,115.0,122.63418579101562,320.4029846191406
2023-05-26,173.4940643310547,120.11000061035156,123.75643920898438,327.2550048828125
2023-05-30,175.34341430664062,121.66000366210938,122.82286834716797,325.6033630371094
2023-05-31,175.29397583007812,120.58000183105469,122.02835845947266,322.8312072753906
2023-06-01,178.1026153564453,122.7699966430664,122.8725357055664,326.9502258300781
2023-06-02,178.95314025878906,124.25,123.81602478027344,329.72247314453125
2023-06-05,177.59828186035156,125.30000305175781,125.1468505859375,330.25341796875
2023-06-06,177.2323455810547,126.61000061035156,126.43795013427734,328.0316162109375
2023-06-07,175.85769653320312,121.2300033569336,121.66089630126953,317.90594482421875
2023-06-08,178.5773468017578,124.25,121.30335998535156,319.754150390625
2023-06-09,178.9630584716797,123.43000030517578,121.39275360107422,321.25823974609375
