Ticker,Annual Return,Volatility,Sharpe Ratio
AAPL,0.15189285105084432,0.2900980919632382,0.5235913480950867
AMZN,0.1406530324482527,0.37495231011457153,0.37512245865420685
GOOGL,0.22947589445196034,0.3272918153234186,0.7011354507145254
MSFT,0.16316816606086104,0.27056150323080214,0.6030723665874618
